study_id,operator,case_id,measurement_level,cache_mode,candidate_variant,baseline_variant,candidate_p50_us,baseline_p50_us,p50_speedup,candidate_p95_us,baseline_p95_us,p95_speedup,candidate_cv,baseline_cv,candidate_workspace_bytes,baseline_workspace_bytes,process_direction_wins,process_direction_pairs
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e16_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,28.50816,22.763519,0.798491,38.487041,28.38528,0.737528,0.134309,0.097381,0,0,0,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,23.019519,22.364161,0.97153,32.847872,31.09376,0.946599,0.138641,0.129548,0,0,1,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,48.7936,44.738562,0.916894,62.640128,56.423424,0.900755,0.099994,0.132163,0,0,1,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,24.514561,22.947841,0.93609,30.94528,24.474624,0.7909,0.118484,0.103976,0,0,1,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.many_empty.t16_e64_k64_n64,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,20.61312,12.97408,0.629409,27.867136,20.680704,0.742118,0.156585,0.180944,1792,0,0,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.non_aligned.t512_e64_k127_n129,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,51.077118,37.92896,0.742582,62.822401,48.990209,0.779821,0.093452,0.115465,54528,0,0,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_expert.t512_e64_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cublas_per_expert,24.350719,10.74176,0.441127,28.005376,16.867328,0.602289,0.136882,0.212908,131840,0,0,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_hot.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cublas_per_expert,22.41536,20.36736,0.908634,28.066816,28.113919,1.001678,0.130237,0.12534,66304,0,1,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.tail.t17_e8_k13_n11,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,8.4992,9.65632,1.136145,12.374016,10.580992,0.855098,0.240832,0.162151,1024,0,4,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,45.71136,26.060801,0.570116,57.887746,35.148799,0.607189,0.104408,0.108236,11008,0,0,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e16_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,26.94144,22.763519,0.844926,36.705279,28.38528,0.77333,0.117213,0.097381,5888,0,0,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,25.804801,22.364161,0.866667,34.654207,31.09376,0.897258,0.129924,0.129548,4864,0,0,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,44.554241,44.738562,1.004137,55.574529,56.423424,1.015275,0.089657,0.132163,168704,0,3,5
grouped_v4a_queue1024_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v4a_desc_queue_t1024,cutlass_grouped,25.62048,22.947841,0.895683,35.314689,24.474624,0.693044,0.126158,0.103976,43776,0,0,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t1024_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,22.630401,22.763519,1.005882,31.410175,32.525313,1.035502,0.115274,0.133081,0,0,4,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t1024_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.56064,8.38656,0.979665,10.578943,10.476544,0.99032,0.142987,0.196044,0,0,1,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t1024_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.24672,8.84736,0.956811,10.619904,11.787264,1.109922,0.173081,0.178197,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t1024_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.78592,9.51296,1.082751,11.097088,11.071488,0.997693,0.18033,0.22702,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t4096_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,77.824001,77.783041,0.999474,96.869377,96.738304,0.998647,0.103035,0.101423,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t4096_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,12.10368,16.83456,1.390863,14.237696,20.94592,1.471159,0.142158,0.126865,0,0,5,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t4096_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,23.070719,22.988801,0.996449,30.500863,31.686656,1.038877,0.10747,0.108912,0,0,0,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t4096_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.14432,14.1312,1.545353,10.651648,16.108544,1.512305,0.169078,0.143263,0,0,5,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t512_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,12.51328,12.451839,0.99509,14.671872,13.632512,0.92916,0.145357,0.194018,0,0,1,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t512_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.7552,9.1136,1.040936,10.548224,10.610688,1.005922,0.188023,0.167575,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t512_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.56064,8.93952,1.044258,10.473472,10.784768,1.029722,0.178514,0.201563,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t512_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.81664,8.66304,0.982578,10.292224,10.409984,1.011442,0.175304,0.166905,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t64_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.7552,8.58112,0.980117,10.662913,10.333184,0.969077,0.252005,0.205662,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t64_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.15456,8.69376,0.949664,10.426368,10.355712,0.993223,0.203223,0.162707,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t64_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.704,8.57088,0.984706,10.61888,10.116096,0.952652,0.194607,0.189651,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.uniform.t64_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.59136,9.04192,1.052443,10.350591,10.402816,1.005046,0.182506,0.195745,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t1024_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,22.650881,22.5792,0.996835,33.258496,26.249216,0.789248,0.19306,0.124263,0,0,1,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t1024_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.83712,8.62208,0.975666,10.703872,10.830848,1.011863,0.204973,0.201714,0,0,1,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t1024_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.40032,8.91904,0.948802,10.62912,11.608064,1.0921,0.212636,0.197484,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t1024_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.72448,8.64256,0.99061,10.624,10.717184,1.008771,0.224755,0.204737,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t4096_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,77.752321,77.813761,1.00079,96.964607,96.894975,0.999282,0.101227,0.099428,0,0,4,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t4096_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,12.07296,16.62976,1.377439,14.396416,20.959231,1.455865,0.155189,0.127147,0,0,5,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t4096_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,22.722559,23.244801,1.022983,31.332352,26.760193,0.854075,0.129205,0.124303,0,0,5,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t4096_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.6016,12.66688,1.472619,10.651648,15.845376,1.487599,0.22378,0.168702,0,0,5,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t512_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,13.07648,12.451839,0.952232,14.322688,13.773824,0.961679,0.155599,0.142355,0,0,1,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t512_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.72448,9.25696,1.061033,10.039296,10.891264,1.084863,0.147844,0.180809,0,0,4,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t512_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.8064,9.37984,1.065116,10.955776,10.62912,0.970184,0.194654,0.175292,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t512_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.00096,8.89856,0.988623,10.312704,10.512384,1.019362,0.184604,0.182178,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t64_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.6016,8.66304,1.007143,9.531392,9.905152,1.039214,0.134057,0.179495,0,0,3,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t64_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.92928,9.15456,1.025229,10.251264,10.3424,1.00889,0.170199,0.186584,0,0,4,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t64_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.13408,8.8576,0.969731,10.830848,10.36288,0.956793,0.196746,0.18342,0,0,2,5
unpermute_vec4_vs_vllm,unpermute,unpermute.zipf.t64_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.22624,8.54016,0.925638,10.318848,9.411584,0.912077,0.15792,0.14144,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t1024_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,22.630401,22.763519,1.005882,31.410175,32.525313,1.035502,0.115274,0.133081,0,0,4,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t1024_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.56064,8.38656,0.979665,10.578943,10.476544,0.99032,0.142987,0.196044,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t1024_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.24672,8.84736,0.956811,10.619904,11.787264,1.109922,0.173081,0.178197,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t1024_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,8.78592,8.57088,0.975524,11.097088,10.257408,0.924333,0.18033,0.189898,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t4096_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,77.824001,77.783041,0.999474,96.869377,96.738304,0.998647,0.103035,0.101423,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t4096_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,12.10368,15.11424,1.248731,14.237696,17.6384,1.238852,0.142158,0.110706,0,0,5,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t4096_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,23.070719,22.988801,0.996449,30.500863,31.686656,1.038877,0.10747,0.108912,0,0,0,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t4096_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,9.14432,10.61888,1.161254,10.651648,12.269568,1.151894,0.169078,0.169435,0,0,5,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t512_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,12.51328,12.451839,0.99509,14.671872,13.632512,0.92916,0.145357,0.194018,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t512_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.7552,9.1136,1.040936,10.548224,10.610688,1.005922,0.188023,0.167575,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t512_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.56064,8.93952,1.044258,10.473472,10.784768,1.029722,0.178514,0.201563,0,0,3,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t512_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.81664,8.66304,0.982578,10.292224,10.409984,1.011442,0.175304,0.166905,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t64_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.7552,8.58112,0.980117,10.662913,10.333184,0.969077,0.252005,0.205662,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t64_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.15456,8.69376,0.949664,10.426368,10.355712,0.993223,0.203223,0.162707,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t64_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.704,8.57088,0.984706,10.61888,10.116096,0.952652,0.194607,0.189651,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.uniform.t64_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.59136,9.04192,1.052443,10.350591,10.402816,1.005046,0.182506,0.195745,0,0,3,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t1024_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,22.650881,22.5792,0.996835,33.258496,26.249216,0.789248,0.19306,0.124263,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t1024_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.83712,8.62208,0.975666,10.703872,10.830848,1.011863,0.204973,0.201714,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t1024_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.40032,8.91904,0.948802,10.62912,11.608064,1.0921,0.212636,0.197484,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t1024_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.72448,8.64256,0.99061,10.624,10.717184,1.008771,0.224755,0.204737,0,0,0,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t4096_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,77.752321,77.813761,1.00079,96.964607,96.894975,0.999282,0.101227,0.099428,0,0,4,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t4096_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,12.07296,15.564801,1.289228,14.396416,18.383872,1.276976,0.155189,0.146873,0,0,5,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t4096_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,22.722559,23.244801,1.022983,31.332352,26.760193,0.854075,0.129205,0.124303,0,0,5,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t4096_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,8.6016,10.67008,1.240476,10.651648,12.751872,1.197174,0.22378,0.171557,0,0,5,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t512_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,13.07648,12.451839,0.952232,14.322688,13.773824,0.961679,0.155599,0.142355,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t512_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,8.72448,9.25696,1.061033,10.039296,10.891264,1.084863,0.147844,0.180809,0,0,4,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t512_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,8.8064,8.97024,1.018605,10.955776,10.81856,0.987475,0.194654,0.195849,0,0,3,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t512_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,9.00096,8.66304,0.962457,10.312704,10.458112,1.0141,0.184604,0.137244,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t64_n1024.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,8.6016,8.51968,0.990476,9.531392,9.391104,0.985281,0.134057,0.174638,0,0,1,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t64_n128.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,8.92928,8.76544,0.981651,10.251264,11.324416,1.104685,0.170199,0.177855,0,0,2,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t64_n256.warm,L2_operator_steady,warm,cuda_warp_token_vec4,cuda_naive,9.13408,8.68352,0.950673,10.830848,10.426368,0.962655,0.196746,0.18745,0,0,0,5
unpermute_vec4_vs_reference_envelope,unpermute,unpermute.zipf.t64_n64.warm,L2_operator_steady,warm,cuda_warp_token_vec4,vllm_finalize_routing,9.22624,8.54016,0.925638,10.318848,9.411584,0.912077,0.15792,0.14144,0,0,1,5
